Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview
404,restasis,1,Ineffective,Moderate Side Effects,dry eye,nothing dry eyes cause blurry vision times,"stinging when first applied, lasting approximately 15 minutes, and some redness.",medication expensive without insurance expect pay 270 300 month supply depending pharmacy use even insurance costs 68 month read insert comes drops states clinical trials show 15 patients show improvement read wasted money 3 montjs worth stuff would even bothered waste money
3567,differin,2,Ineffective,Mild Side Effects,acne,little benefits using differin treat acne may helped exfoliation little treat current prevent future acne instead differin using separate skin exfoliation product addition counter acne treatment might beneficial acne worsened using differin say impurities purged beneath outer layers skin know completely buy theory though would believed showed improvement three months unfortunately,"there were no side effects to the treatment except that it worsened my breakouts.  however, it did nothing to take down the flares even after three months of treatment.  soon after i stopped using it, my skin improved.  so now, i choose to use an exfoliation product and a separate over the counter acne treatment product.",differin help prevent acne get rid current acne worsened condition though explained helped skin exfoliate impurities beneath outer skin surfaced however improvements three months application
3530,lunesta,1,Considerably Effective,Severe Side Effects,trouble sleeping,slept whole night even get use rest room,"bad nightmares, woke up feeling groggy, irritable the whole day, throwing up, general feeling of sickness. ruined my whole day.",given thirty day supply took one night rest thrown never take bad
1780,citalopram,1,Ineffective,Moderate Side Effects,anxiety/depreesion,none,"i still feel very tired, no motivation, cant work, my body mind and feelings are numb, everything is still a struggle. ive tried talking to my gp about changing my meds but they say if i change i could get worse!!",started 20mg pd 40mg pd feel exact started taking
2754,xenical,4,Ineffective,Mild Side Effects,obesity,really didnt lose weight even though cut caloric intake stopped snacking general ate less went walks possible,i had only mild side effects such as oily stools and i couldnt hold it i just had to go when i felt like it,took pills twice day tried two meals per day
1860,augmentin,4,Marginally Effective,No Side Effects,bacterial infection,mild improvement symptoms however symtoms eliminated required second treatment antibiotic month later symtoms persisted third tretament taken 6 months later appeared eliminated chronic symptoms,,take one tablet daily pack complete
3784,keflex,2,Ineffective,No Side Effects,,none bacterial infection accompanying flu wasnt single noticeable benefit,"the only good point i suppose is that there was no adverse reaction, such as yeast infection or stomach upset. the downside was the bacterial infection quickly got worse.",absoutely innefective easily could takign sugar pill results bacterial infection became coniderably worse later put another antibiotic relieve symptoms
2782,keppra,1,Highly Effective,Extremely Severe Side Effects,grand mal seizures,seizures dissipated,"brain fog, slurring, neurological switching, i.e, right hand dominant at times would switch to left, thyroid malfunction, high fsh levels and very early perimenopause, memory lapses, cognitive dysfunction",began keppra 1000mg enough control seizure activity increased 1500 mg per day reduced 1000 mg per day sought alternative methods research harvard showed magnesium deficit seizure disorders began magnesium injections increased essential fatty acids proper nutrition supplementation accupuncture seizure medication seizure free want note seizures began spraying neurotoxin anvil west nile virus
343,neurontin,1,Considerably Effective,Severe Side Effects,migraines,migraines decrease significantly medication clear inverse correlation neurontin dosage migraine frequency severity neurontin fewer migraines,"i was a zombie. some aspects of this subsided over the first year, however others did not. my vocabulary suffered horribly and never really recovered. i went from being a very well spoken person to someone struggling to grasp some words over three letters. coworkers even mentioned to me that they noticed this effect. my memory suffered horribly as well. i would have to cut back on my dosage during exam times (i was in school as well as working at the time). there seemed to be absolutely no way for me to memorized the volume of work i needed to while on this drug.

the sleepiness i experienced was awful. this diminished somewhat but never entirely over the four years i took it. a couple of times i had to pull over while driving; staying awake seemed to be out of my control entirely. the sleepiness was overwhelming at times. i once fell asleep while speaking one on one with a coworker. while on neurontin i also had an annoying tendency to forget what i was saying mid-sentence--very embarrassing in a professional setting. since abandoning neurontin and switching to lamictal i no longer have this problem.",used migraine prophylactic simply increased dosage time believe 300mg per day 2400 approximately two months take medicine throughout day sometimes opted take bulk total dose night bed fatigue produced assist sleep unfortunately matter took sleep also assisted car desk work decreased time still certain circumstances danger say however decrease migraines greater neurontin dose less migraines opted take migraines falling asleep driving possibly killing others unfortunately physician take side effect seriously many times told three years continued insist side effect would subside lessen never subsided safe level longer physician take lamictal
695,accutane,4,Moderately Effective,Moderate Side Effects,acne,acne cleared part 6 months year afterwards symptoms returned difference severity condition prior treatment,"chapped lips, dry skin, sensitivity to light.",started mg dosage day two weeks twice day bumped mg twice day 6 months treatment completed
2990,strattera,5,Considerably Effective,Severe Side Effects,adult adhd,started fluoxetine 2 year befoe starting strattera initial benefits feeling urgency complete work morefocus details less emotional lability feeling control less forgetting less anxiety panic stopped completely depressive moods disappeared appearing occasionally took week counselling adhd dicussion groups starteera therapy,"ed, ejaculation when urinating, dry mouth, stomach upsets, sweating/increased temperatures, chills and fevers & difficulty breathing at 9th month problems with right lung side and had to request dr to stop. suffered effusion on the right side,dry eyes,",afterbreaking 3 months receiving antibiotics treatment chest problem resumed strattera 60mg till current however currently though earlier benefits feeling getting stuck hypoerfocussing things interest like browsing listening music etc lack initial kick complete tasts look things details someone help advise dosage increased 80mg weigh 80kg dosing hasnt basd weight
3844,voltaren,5,Moderately Effective,No Side Effects,eryhema nodosum,reduced pain caused erythema ability carry day day activities without much discomfort though tiredness side effects problem could resolved drugs though blood tests show whether situation improving,"none were experienced at the time. there are side affects, but as i didn't really take the drug unless i couldn't cope this did not really seem to affect me. i tried to deal with the pain so that i could monitor if i was beginning to feel better or not.",gentle exercise encouraged keep circulation going keeping erythema affected rested keeping resting sitting lying cushion aid swelling occurred medication pain killers useful giving relief
2317,lexapro,1,Ineffective,Severe Side Effects,depression,placebo effects thought helping first,"turned me into a zombie, incaple of feeling pleasure or any positive emotions at all.",took pills around two years heard news many effective placebo decided stop taking weaned weeks time new person world felt real longer plodding life daze much happier things used enjoy started enjoy extremely angry get back years taking various turned zombie care anything anyone understand everyone different may work people drugs ruined life taking could missing much please consider whether harm good
3810,solodyn,2,Highly Effective,Extremely Severe Side Effects,acne,first started 65 mg dose month really helped skin acne reduced think first month though started build reactors allergy medication,"i went back to my dermatologist who recommended i take a stronger dosage which is when i took th 90 mg. after about 4 or 5 days i broke out in huge welts of hives. very severe. i went to the urgent care unit and they prescribed me with steroids and zantac. the next day it just kept getting worse. my whole face itched then my lips got puffy over night. my arms are peeling and are swollen with hives. it spread throughout my body and with all the benedryl and steroids and zantac i've been taking, nothing seems to help! it's extremely irritating and i am miserable.",going see doctors today improvement whatsoever
3412,aricept,1,Ineffective,Extremely Severe Side Effects,alzheimer's/dementia,none,"within 1 week of taking this drug my grandmother almost died.  she started hearing voices talking to her telling her they were gona kill her & her family she stopped eating/going to the bathroom, she tried running away 2x.  etc....she was admitted to the hospital and taken off of the aricept it has been 1 week in the hospital she would just lay there looking like she wasnt even alive still talking to the voices she heard.... & just yesterday she started coming back to reality/her normal self, i would not recommend this drug to anyone it almost killed her.",stated 5mg gradually increased
1742,topamax,5,Moderately Effective,Moderate Side Effects,sedative/hypnotic - to induce sleep,topamax originally prescribed eventually replace part totally elavil taking sleep med elavil effexor thought initiate cravings carbohydrates would lead overeating overweight taking 300mg elavil night goal completely switch elavil topamax topamax also added benefit preventing migraines prone hydrocephalis caused sub arachnoid cyst vp shunt,i had to stop increasing the dose of topamax when i reached 225mg because i experienced peripheral neuropathy in my fingertips and also blurred vision.  i am now taking 150 mg topamax and 225mg elavil hs.,switch elavil topamax slow painful altogether successful almost immediately experienced 15lb weight loss result told increase topamax 25mg doses every week excessive sedation experienced cut back 50mg elavil proceeded like reached topamax dose 250mg elavil 150mg sleeping night vision blurred fingers tingled doses fine tuned comfort level 150mg topamax 225 elavil date switching effexor cymbalta next phase name decreasing carbohydrate cravings wish luck
1166,zofran,1,Ineffective,Severe Side Effects,cyclic vomiting syndrome,benefits drug treating cyclic vomiting syndrome stop nausea vomiting,severe hallucinations and nightmares. i suffered from these for about two days after my last dose. this was the only medication i was taking at the time because i could not hold anything on my stomache.,given treatment cyclic vomiting syndrome recieved drug different episodes effect times severe halluciantions nightmares
2916,tramadol,3,Moderately Effective,Severe Side Effects,severe pain in right hip from suspected tear in ca,helped releive pain long side effects come quickly made feel much worse,dizziness tiredness insomnia sweats feelin on another planet ! felt very frightened as i was shaking and was not sure of how i was feeling at the time.,terrible pain hip gp gave tablets ro help took 4 2 nights gave side effect really extreme
3857,levoxyl,1,Highly Effective,No Side Effects,hypothyroid,according thyroid tests take every year combination levothyroxine cytomel keeping hypothyroid control,none that i am aware of.,took trial error find right combination drugs treat hypothyroid started combo levothyroxine cytomel tests show everything control take one pill one first thing morning lots water eating anything wait 30 minutes eat breakfast hardest part wait 2 hours take calcium pills means often forget take calcium
1471,cymbalta,5,Marginally Effective,Moderate Side Effects,depression anxiety,lower levels sciatiaca pain light lifting depression also helped slightly anger,gas headaches high blood pressure. overall feeling of severe agitaion( really want to hit or break something),severe depression molested severe back pain social withdrawal think agitation side effects stopping wellbutrin addicted morphine percoset xanax adipex testoserone inj psch thinks bipolar heard many terrible stories bout stopping cymbalta careful one felt better crazy strong cocktail 180mg morphine 100 mg injections testosteron 60 mg adipex 6mg xanax daily life sux used control temper never wanted junkie sure better tearing someones head literally
2309,lexapro,3,Considerably Effective,Severe Side Effects,depression,doctor prescribed lexapro treat condition major depression disorder mmd addtion major depression disorder also anxiety disorder prior treatment occassionally get hyperventilation felt better several days taking lexapro able sleep better also,"i had nobody to take me to my doctors' offices, so i had to drive myself around. the sedation side effect was very strong on me, and i could not drive safely. my friends also made comments that my responsiveness had gone a lot worse at that time.  by the third week into taking lexapro, i had to call my doctor and requested to have a different drug in replacement.",treat major depression disorder anxiety disorder visited psychologies weekly basis psychiatrist every two three weeks first drug psychiatrist recommended lexapro started 5 mg dosage took 10 mg three weeks mentioned call psychiatrist third week request different drug due significant side effects
4068,mobic,2,Moderately Effective,Mild Side Effects,jaw/tooth pain,feel original diagnosis correct went doctor tooth pain chose treat tmj disagreed turned diagnosis incorrect eventually tooth pulled pain stopped complete suggested treatment plan due mild side effects listed,the most uncomfortable was tingling in my arms and legs. otherwise it was the general feeling that foreign drugs were in my body as i do not usually take any kind of drugs.,treatment described consider quite disappointed medical consider knew body well enough know really wrong hence diagnosised prescribed incorrectly knowing follow treatment plan reason decided take meds first place nurse friend mine also convinced take meds wrong
2416,synthroid,1,Ineffective,Extremely Severe Side Effects,under active thyroid,improved symptoms cold intolerance carbs cravings gives energy short periods time weeks increasing dose,extreme fatigue; 38 lbs weight gain; mood swings; muscle weakness; excessive sleep; irritability; intolerance to excersise; tiredness and heaviness all over the body; brain forg; slow reactions,taking 50 mcg generic synthroid mornings minutes breakfast dose increased gradually every 2 month thyroid drastically decreasing activity symptoms reoccured doses 100 mcg later 112 mcg taken sublingually twice day minutes breakfast lunch contraceptives supplements ca mg iron taken evening avoid interractions
1306,zocor,1,Ineffective,Extremely Severe Side Effects,high colesterol,treatment help lower colesterol levels took two weeks benefit taken treatment,"muscle pain, loss of mobility, depresion, headaches i was admitted to hospital with chest pains, thought to be heart problems, it was caused by the tightening of my chest muscles.",1 taken daily took medication two weeks stopped taking side effects suffering stopped
605,risperdal,4,Moderately Effective,Moderate Side Effects,bipolar disorder,stopped thinking caused panic attacks delusions helped able parent effectively,"weight gain, loss of interest in creative activities, loss of interest in sex, loss of interest in work, inability to work, inability to feel or think or behave beyond the very basic requirements of living.",overall drug zombifying made numb inability work lead worst side effect poverty pension children take 500mg tegretol daily mood stabiliser doctors like see cry look angry
3533,lunesta,1,Ineffective,No Side Effects,severe insomnia,benefits simple none,i can't really comment on the side effects of this sleep-aid. i haven't had the pleasure of yawning.,read carefully booklet website thinking maybe something wrong took lunesta along zanaflex hoping better result none took 11pm im still going even yawn formally ambian would take hour kick sleep time averaging two hours
1297,zocor,1,Marginally Effective,Moderate Side Effects,high cholesterol,lowering high cholesterol,impotence,family history high cholesterol high cholesterol well order reduce high cholesterol readings normal levels cholesterol health care physician prescribed cholesterol reducing drug tried zocor however taking zocor 10 mg per day experience significant problems impotence reported doctor doctor receive feedback like prescription high cholesterol changed lipitor
654,seasonique,2,Highly Effective,Severe Side Effects,heavy periods/cramping,prevented pregnancy,"breakthrough bleeding, headaches, extreme breast tenderness, breakouts.",skeptical taking seasonique friends mine taken past good experiences however always experienced heavy periods cramping even trying 3 different birth controls decided give try doctor assured seasonique safe severe side effects couple weeks started experiencing headaches extreme breast tenderness think much first started experiencing side effects blessed great skin pimples throughout lifetime however seasonique month started notice skin frequently breaking want stop taking birth control figured would give little bit longer adjust body month half taking seasonique began breakthrough bleed full blown period exactly 3 weeks consulted doctor week period assured totally normal seasonique could definitely feel significant changes body normal reasons would recommend seasonique anyone
112,celebrex,2,Moderately Effective,Severe Side Effects,bursitis,doctor gave shot quickly reduced sent therapy ten visits also prescribed celebrex however celebrex actually made feel worse heart racing hurt throat swallowed felt like marble logged blood pressure sky rocketing pain gone felt terrible,"thyroid problem,paininswollowing.
high blo the doctor gave me a shot of cortazone.that quickly reduced . i was sent for therapy for about ten visits. i was also prescribed celebrex. however the celebrex actually made me feel worse. my heart was racing and it hurt my throat when i swallowed. it felt like i had a marble logged in my throat.my blood pressure was sky rocketing. the pain was gone but i felt terrible. od pressure",mri physica doctor gave shot quickly reduced sent therapy ten visits also prescribed celebrex however celebrex actually made feel worse heart racing hurt throat swallowed felt like marble logged blood pressure sky rocketing pain gone felt terrible l therapy cortisone shot celebrex
3040,seroquel,1,Marginally Effective,Severe Side Effects,bipolar,slept wonderfully well,"staggering and running into objects in the house when i got up, wanting to sleep 18 hours a day, weight gain of 30 lbs in the short time i took it confusion, clouded thinking, forgetfullnes which increased the longer i was on the medication.  the confusion, being in a daze part was the worst.  i couldn't remember where my doctor's office was located and i live in a small town and less that two miles from his office.  my thinking cleared up as soon as i stopped taking the seroquel.  this was an awful medication for me.",took 200 mg night first decreased 25 mg night help sleep
1357,crestor,1,Considerably Effective,Severe Side Effects,familial hypercholesterolaemia,crestor reduced ldlc dramatically unfortunately evidence crestor reduces heart attack risk cardiac event reduces plaques stents bypasses proven promote longevity either merely alleviate discomfort blood pressure went low made faint,"after nine weeks liver function test was abnormal - ggt, alt, ast [liver function indicators] more than doubled - also loss of libido 
congestion in the lungs and frequent coughing [said to be from the coversyl] 

my sister who had muscle weakness on lipitor, is already getting cramps [on 40 mgm dose of] crestor after only eight months.",started 10 milligrams three weeks total cholesterol went 449 293 increased dose 20 mgm three weeks total cholesterol dropped ldl nb multiply 39 convert us measures still high next level crestor 40 mgm taking blood pressure medication crestor regime lots exercise good diet refined sugar trans fats olive macadamia oils glass red wine vit e 440iu instead aspirin vit c 3 grams per day lysine proline 3 gms per day la six months get side effects symptoms
1845,yasmin,1,Highly Effective,Extremely Severe Side Effects,birth control,taking yasmin get pregnant act proper birth control method however side effects outweighed benefits forced switch new form birth control would never recommend type birth control,"severe depression, mood swings, weight gain, longer period, yeast infections, and numerous other effects.",1 pill daily 21 days week break
3348,lipitor,5,Moderately Effective,Moderate Side Effects,cholesterol,general gradual lowering cholesterol levels period twelve months,mild eye irritatation that gradully got worse over the period of 12 months,prescribed lipitor taken cholesterol 12 months 30mg per day eye irritaition started stopped taking liptor irritation stopped started taking lipitor eye irritation returned
4032,tri-luma,3,Ineffective,Mild Side Effects,melasma,pregnancy upper lip remainedmarked dark spots melasma dermatologist prescribed cream lighten spots also said would help redice appearance wrinkles,a few days after use my skin started peeling where i had been using the cream. the cream had an unpleasant odor.,pregnancy upper lip remainedmarked dark spots melasma dermatologist prescribed cream lighten spots also said would help redice appearance wrinkles used cream night texture thick smell appealing days use skin started peeling using cream peeling annoying would constantly put moisturizer stick skin back month dilligent nightly usage notice lightening dark spots reduction wrinkles perhaps continued use spots would lightened honestly could stand walking around skin peels hanging face dr advised peeling dissappointed prescription cream cost 100
4008,celexa,5,Moderately Effective,Severe Side Effects,depression,depression make much difference worked wonders anxiety edginess nervousness impatience fear socializing going house completely disappeared one month taking close friends even commented old self much relaxed happy made realize misdiagnosed depressed really anxiety talking new psiquiatrist came conclusion,complete loss of libido. that's why i discontinued the treatment.,started one month started feel less anxious motivated energetic expected medication dose went another 4 months effects noticed dose went 30 made difference either stopped taking gradually 1 week 3 weeks stopped completely waiting see feel see try another medication since side effect described intolerable
2993,sulfasalazine,1,Ineffective,Moderate Side Effects,crohn's disease,none see next entry,"before i started using the drug i had none of the classic symptoms of crohn's disease (loose bowel movements, abdominal pain, etc.), but these side effects started when i started taking the drug, and subsided when i stopped. also, i developed other side effects while using the drug, including low-level nausea, loss of appetite and headaches.",started dose 1 x 500 mg tabs four times daily doctor recommended test dose see responded negatively drug tried increase 2x 500 mg tabs four times daily one week side effects experiencing increased dropped back tried one time increase dose gradually 2 x 500 mg morning 1 x 500 mg lunch dinner bedtime even became unpleasant put especially since symptoms started perservered 6 weeks deciding taper dose zero couple weeks symptoms disappeared
2418,synthroid,3,Marginally Effective,No Side Effects,"papillary, follicular, tall-cell variant cancer",tsh thyroglobulin levels elevated well antibodies maybe helped keep cancer years multiple treatments 33 imrt external beam radation treatments multiple surgeries neck region drug seem help symptoms evidence since realizing thyroid cancer,,drug seem help symptoms evidence since realizing thyroid cancer blood test results seem good
2674,prinivil,1,Moderately Effective,Extremely Severe Side Effects,high blood pressure,lowered,"horrible caugh day and night for over a month,tiredness,lack of energy,head felling spacey,dizzyness upon laying down,no interest in sex,and most of all extreme chest pain, pain down both arms and hands.",effects drug oppinion almost killed longer take good
3737,lamictal,1,Moderately Effective,Extremely Severe Side Effects,bipolar ii,drug stabilized rapid cycling facilitated reducing alcohol consumption decrease hypomanic symptoms,"i had severe suicidal thoughts, severe depression and feelings of isolation, and absolutely no motivation for life.  fda has issued statement that patients are twice as likely to experience suicidal thoughts/ideation on this drug than on placebo.  unfortunately, i was on this drug for 15 months before this information was released and an additional 7 months before i read about it.  my psychiatrist (outside the u.s.) was not notified about this potential side effect.  i feel like i lost almost two years of my life.",qd 150 mg wellbutrin qd 100 mg lamictal
280,xyrem,2,Ineffective,Mild Side Effects,"unrestful sleep, narcolepsy?",sometimes wake refreshed although xyrem sleep 5 hrs every night,night sweats. waking up too early. getting unrefreshed sleep every other night,taking xyrem 2 months sleep 5 5 hours every night wake 3 3 hour 1st dose sleep 2 2 hours 2nd dose unable fall asleep weirdest thing get refreshing sleep every day days wake exhausted barely able make day hungry time next night usually sleep well better day going stop taking going explore options rozerem trazodone
2529,lamisil,5,Considerably Effective,Severe Side Effects,toenail fungus,fungus dead,skin rash over 70% of body,terbinafine taken eradicate nail fungus aggressively attacked 2 toenails spreading nearby digits terbinafine 250mg tablets taken 1 per day little 2 months first symptoms rash noticed slight itchy redness skin around chest stomach area symptoms noticed 7 weeks treatment condition diagnosed allergic reaction time spread 70 body torso back legs diagnosing physician suspected terbinafine patient immediately stopped taking drug assessment original condition toenail fungus terbinafine already successfully resolved
1490,metrogel,1,Ineffective,No Side Effects,bacterial infection,inital reduction symptoms however end treatment effective condition eventually cleared vandazole gel work,,annual exam condition vaginal bacteria discovered doctor prescribed metrogel took 5 days evening bedtime symptoms resumed within 1 day completing treatment doctor resulted prescription vandazole gel work
506,paxil-cr,5,Moderately Effective,Severe Side Effects,anxiety/panic attacks,controls anxiety fear without breathing,"gain weight (60 pnds) fron 125 lbs to 180 lbs (5'4""). lazyness, sugar and candy cravings, depression form gain weight, sleep a lot, no concordance, no sex, confussion, nightmares, moody, constinspation at the begginng, face breakouts, intolerance, short of breath, headeach..among others.",begginng dose 25 mg may 08 dec 09 dec 09 want 2 bbs talked 2 doc start week dec 7 09 end process turn back time omg used alternative treatments drugs
1755,topamax,5,Considerably Effective,Severe Side Effects,seizure/migraine,prescribed medicine neurologist prescribed treat seizures migraine headaches medicine effective 6 month period medicine experienced 3 seizures compared normal 3 week migraine headaches also reduces apparent triggered something severe,"soda tasted horrible, and i had an extreme loss of appetite. no matter how badly i wanted to i was unable to eat more than a few bites of food. this caused me to lose 25 pounds, dropping me to 5'6 and under 100 pounds. worse than the effect on my diet was how it effected my cognitive processes. i became unable to think clearly. solving problems in my head was nearly impossible. complete loss of focus and concentration. extreme forgetfulness. inability to structure sentences properly.  very emotional, which is highly uncharacteristic of me.",medicine successful treating seizures migraines college student side effects became unbearable continue medication grades began slip discontinuing medication became necessary
1683,claritin,5,Moderately Effective,Mild Side Effects,alergy,medication provide lessening allergy symptoms helped nose water much however still congestion days allergies quite uncomfortable seemed effects lessened time went medication less effective beginning also eyes still itched throat also itched,"i suffered from a dry throat, sore throat, and stuffy nose.  my nose seemed to get too dry.  but it still felt congested.  it just didn't run as much.  also, my bronchial tubes had a hard time dilating at times and i wheezed.  it did not lessen my asthma symptoms even though i didn't have bouts of asthma on a regular basis. i don't think i had any other side effects.",took pills every morning night twelve hours apart doses medication keep awake make jittery medication also make drowsy like allergy medications medication however always relieve symptoms ultimately tried another medication see could get better results also use inhaler wheezing since medication help symptom
552,doryx,4,Marginally Effective,No Side Effects,acne,mild facial improvement healing faster problem persisted problem increased upon ceasing medication,none,daily doryx time release version doxycycline much expensive version insurance stopped paying cost prohibitive like ten dollars per day could opt twice daily generic doxycycline manufacturer claims effective
1873,doxycycline,5,Considerably Effective,Mild Side Effects,acne,face back acne cleared within two weeks regular use,"nausea, vaginal discomfort (dryness)",frustrating thing acne return shortly stop treatment
3389,coumadin,5,Moderately Effective,Mild Side Effects,blood clots,prevent clots dissolve pulmonary embolism,blood clotting times would vary tremendously and required frequent testing to determine dosage adjustments.  sometimes clotting times would need to be checked weekly or more often.,diet restrictive much vitamin k could lead clots little could lead spontaneous bleeding medical procedure reqiured going coumadin hand going lovenox shots stomach week
163,zomig,1,Ineffective,Extremely Severe Side Effects,migraine,medicine work head ache day long,sharon complained of severe chest pain from the pills around 8:30 at night.  she was also on a lot of other medications and i think the combination of medicines put her into heart attack and she passed away.,took one pill doctors office took one home take died time night think much medication combination different medicines miss much july 17 2009
1701,retin-a-micro,3,Considerably Effective,Severe Side Effects,cystic acne,get blackheads cystic acne considerably reduced started getting giant underground pimple would clear week without treatment could take month two go away,"extremely dry skin - flaking and patchy around mouth and chin. although the peeling wasn't as bad as with regular retin-a, the redness and flaking skin affected my appearance.  my skin is too sensitive and i could not consider using this product on a long term basis.",washing face evening bed time would apply thin layer
3183,desyrel,1,Highly Effective,Severe Side Effects,insomnia,sleep reliably without waking middle night,"gradually got more and more sedated during the day.  i functioned as though my iq had dropped about 30 points.  it kinda dumbed me down until i was screwing up at work--forgetting details, working slowly, not able to focus, etc.  also, i became very unassertive--not like me at all. when i realized what was happening, i went off it--and had a significant withdrawal reaction--shaking, extremely anxious, really weird.  the withdrawal reaction subsided in a couple of days.",prescribed drug insomnia md told used work well good insomnia originally prescribed 25 mg suggested work 25 ineffective drug sensitive 25 really knocked could barely wake next day cut pills half seemed work gradually got effects mentioned realized later taken drug higher dose name desyrel 43 post partum depression work made blood pressure go number remember reaction sedated confused etc would never taken identified desyrel even pharmacy information sheet realize weird thing drug makes confused subtly ca think clearly enough realize happening gets pretty bad know sensitive may completely idiosyncratic reaction think talked pharmacist said yeah people ca take know people take 300 mg night fine
3415,aricept,2,Marginally Effective,Severe Side Effects,alzheimer's,seemed mild improvement alertness went onto stronger 10 mg version pill noticeable improvement mood disappointment,"he had fairly severe nausea, diarrhea and cramps almost immediately after switching to the higher does of aricept. the side effects were so severe, the medication had to be discontinued.",started introductory dose 5 mg graduated full dose 10 mg side effects became problem put back introductory dose side effects continued saw real benefits drug recently switched namenda patch seems tolerating
449,lorazepam,4,Marginally Effective,Moderate Side Effects,anxiety,found benefits drug marginal best heart rate decreased felt slightly less anxious still feeling unease especially social situations social situations felt barely tolerable though symptoms minimized slightly worth side effects,"the symptoms i had were one of feeling spacey, dizzy and slightly nauseous and i couldn't take these at work where i felt the most anxiety. these symptoms seemed to last what felt like quite a while at least 2 to 3 hours after taking them but in all honesty most anti anxiety and depression meds have little positive effect.",treatment consisted seeing psychologist psychiatrist though psychologist marginally helpful eventually turned meditation found lot relief medication talk psychiatrist tried help changing dosage medication every couple months never felt much relief
2919,tramadol,1,Ineffective,Extremely Severe Side Effects,"osteochondral injury of the talus, left ankle",benefits medication anything added problems never relieved pain ankle darvacet helped ankle medication even though switching darvacet losing effectiveness would tons better stay darvacet bad tramadol,"my whole body ached i had severe stomachaches and headaches. i turned into a zombie all i did was stare at the wall. it would make me dizzy and at times i wouldn't know where i was at. i was scared to be on it, but i wasn't in my right mind to be able to take myself off of it. i took a blade one night and slashed both my arms up and hid the fact that i did it. i started to take myself off the medication. when i was able to think straight i admitted to people i know what i had done to my arms. other then my ankle pain i felt 100% better off of tramadol. i believe that if i were to stay on tramadol i would have done something much worse. since being off of this medication i realize how that person then wasn't me. that scared me more then anything ever. doctor's need to monitor patients much more closely on tramadol. i can't imagine that there are a lot of people with my reaction to it but i can't imagine even one other person having an adverse reaction like i did.",ankle accident job injury long much done pain medication rest life taken darvacet 6 years lost effectiveness tramadol second pain medication ever tried doctor thought would help never heard never thought would bad reaction taking almost 8 darvacet day ready try anything else wish people careful tramadol want anyone else going
945,dysport,3,Marginally Effective,Moderate Side Effects,brow wrinkles,slight softening verticle wrinkles eyebrows 11 lines degree change looking suggested possible physician even second treatment,i had severe black eyes and brusing after first round of injections and loss of the eye lid crease in my left eye. the bruising took two weeks to completely clear and the lost lid crease never completely returned to normal so is being monitored by my physician and the manufacturer of the dysport since this was an unusual outcome.,injections adminsitered board certified opthamologist plastic surgeon specal training product instructs physiians use couldnot explain poor outcome say reisistant muscles furrowing deep
3976,norvasc,1,Moderately Effective,Extremely Severe Side Effects,high blood pressure,lowered blood pressure much,"experienced extremely severe rash, swelling and itching over entire body requiring emergency care.  new doctor said ""i would never prescribe norvasc to anyone in a million years.""  put her back on lisinapril 10 mg.  rash is dissipating and she is now doing well.",93 year old woman high blood pressure experiencing skin problems health issues switched norvasc problems skin increased dramatically rapidly
437,imitrex,1,Ineffective,Extremely Severe Side Effects,migraine,none,"within 30 minutes of taking my first dose of imitrex (on christmas eve) when i felt the onset of my migraine, i began to feel a heavy, cramping feeling in my muscles like i had slept the wrong way. then my back began to ache and my joints began to cramp up and throb. my chest felt heavy and i had trouble breathing and remembering to breath. my throat and neck hurt so back and it felt like i had strained it or pulled a muscle. my train of thought was messed up and i could not concentrate or form full comprehensive sentences. there was nothing i could do so i just waited it out, towards the end (nearly 4 hours later) i tried eating and my salivary glands went crazy! i felt like i was drinking and eating scalding hot food, it was crazy! i will never take that again. i called my doctor and she moved me immediately to maxalt, it is great, i love it. i have other allergies so it is no surprise to me that i had a reaction, but the severity was shocking. don't settle for a medication that makes you feel only half good.",took set migraine felt
3462,ambien-cr,5,Considerably Effective,Severe Side Effects,insomnia,able turn thoughts night,"memory loose, i am dependent on the drug and look forward to when i can take it.  i not only experience memory loose @ the time of the dose but have also noticed were i cannot recall a week of activities.",mg pill night
348,neurontin,1,Ineffective,Extremely Severe Side Effects,"chronic pain, fibromyalgia",non apparent,i had a bipolar event.  mood improvement to hypomania to mania over a period of 2 weeks.  then a crash to sobbing and suicidal ideation 3 days later.  this happened when i started on 300 mg/day after 2 weeks.  no prior history of bipolar illness.,started 100 upward 300 mg tolerated
3225,nuvaring,1,Ineffective,Severe Side Effects,heavy period,bleading slowed,"my peroid lasted 9 days.  my personality also changed, i was very irritable and angry.",used heavy bleading due fibroids
4067,mobic,3,Ineffective,Moderate Side Effects,neck pain from car accident whiplash,hard judge whether actually reducing inflammation taking undergoing physical therapy seemed times exacerbate pain whiplash,"even though i took mobic as directed with food and/or milk, it made me extremely nauseous, which was more debilitating to me than the whiplash pain i was experiencing.  i stopped taking it after 1 week and was immediately no longer experiencing nausea.",dotor precribed treatment whiplash follwing car physical therapy exercises twice week taking 1 mobic pill 2x daily food
